id,size,name,mod_class
1863,41.53477,"Huettel, Lisa Gresham",10
1864,42.110313,"Nadeau, Joseph C.",10
1865,42.110313,"Schaad, David E.",10
1866,43.26139,"Rowell, Jennifer Voigt",10
1867,40.191845,"Gwyther, Lisa Pepper",12
1868,41.53477,"Haase, Steven B.",2
1869,41.342926,"Olufolabi, Adeyemi John",5
1870,43.26139,"Hadjioannou, Markos",9
1871,41.918465,"Haff, Peter K.",10
1872,43.83693,"Hahn, Carol Anne",1
1873,43.645084,"Hain, Richard",9
1874,41.53477,"Richter, Daniel D.",2
1875,40.383694,"Vandenberg, John",5
1876,41.342926,"Zhang, Yunyan",6
1877,42.877697,"Hall, Bruce S.",9
1878,41.151077,"Hall, William Charles",5
1879,40,"Hallows, Rhett Kendall",5
1880,41.151077,"Halpin, Patrick N.",6
1881,42.877697,"Johnston, David William",2
1882,41.342926,"Nowacek, Douglas",2
1883,41.151077,"Urban, Dean L.",2
1884,42.110313,"Hammer, Gianna",5
1885,62.446045,"Hammond, Timothy Grant",10
1886,40.959232,"Hamoudi, Amar",5
1887,40.191845,"Jeuland, Marc A.",2
1888,40.767387,"Pattanayak, Subhrendu K.",3
1889,40.191845,"Hardt, Michael",9
1890,40,"Hargrove, Amanda Elaine",2
1891,42.30216,"Harris, Alex",9
1892,42.685852,"Hash II, Thomas Walter",3
1893,40.191845,"Hassan, Mona",9
1894,41.151077,"Hasso, Frances Susan",4
1895,41.72662,"Ragsdale, Luna Chen",5
1896,40.191845,"Knaack, William R.",5
1897,41.151077,"Hays, Judith C.",10
1898,40.959232,"Haystead, Clare Mhairi",4
1899,40.191845,"Wang, Honggang",4
1900,40.767387,"Racioppi, Luigi",2
1901,53.045563,"Liton, Paloma Borrajo",2
1902,48.633095,"Heffernan, James Brendan",2
1903,42.110313,"Wang, Xiao-Fan",2
1904,41.53477,"Hench, James",6
1905,51.894485,"Henderson, Heather Tripp",1
1906,40.959232,"Matters, Loretta Mary",12
1907,40.959232,"Lombardi, Marilyn May",5
1908,44.98801,"Williams, Christina L.",6
1909,40,"Hertzberg, Barbara Spector",4
1910,41.53477,"Hickey, Patrick Thomas",10
1911,40.383694,"Stacy, Mark Allen",6
1912,47.865707,"Hillygus, Dione Sunshine",4
1913,40,"Hilton, Andrew Douglas",5
1914,40.57554,"HILTON, MATTHEW JAMES",6
1915,40,"Sosa, Julie Ann",1
1916,41.53477,"Hobson-Webb, Lisa Deneen",10
1917,42.110313,"Juel, Vern Charles",10
1918,40.767387,"Mhoon, Justin",4
1919,42.30216,"Massey, Janice Munn",10
1920,41.72662,"Sanders, Donald Benjamin",10
1921,40.767387,"Hochgeschwender, Ute",2
1922,40.383694,"Jarvis, Erich David",2
1923,40.959232,"Hockenberry, Marilyn J",6
1924,41.918465,"Rodgers, Cheryl C",6
1925,45.947243,"Hohmeier, Hans-Ewald",2
1926,42.877697,"Moss, Larry Gene",2
1927,40,"Knobel, Robin Britt",4
1928,41.918465,"Ingram, Jennifer Leigh",1
1929,41.72662,"Wang, Ying",1
1930,82.20624,"Hoover, Kevin Douglas",10
1931,58.225418,"Hotz, Nico",2
1932,40.383694,"Howard, Brandon Augustus",4
1933,41.72662,"Reid, Chantal D.",1
1934,40.383694,"Hsieh, David A.",11
1935,42.30216,"Schwartz-Bloom, Rochelle Denenberg",6
1936,40.383694,"Huang, Andrew T.",1
1937,40.959232,"Huang, Erich Senin",5
1938,40.383694,"Zhu, Jiangao",4
1939,40.959232,"Moorman, Christine",11
1940,56.498802,"Hueckel, Tomasz",6
1941,40.959232,"Kranton, Rachel",10
1942,40.383694,"Hull, Court Alan",2
1943,42.877697,"Johnson, Zackary",2
1944,69.544365,"Hutter, Reinhard",4
1945,41.72662,"Wu, Bei",6
1946,40.383694,"Hyslop, Theresa Marie",2
1947,43.45324,"Idriss, Salim Farouk",5
1948,44.98801,"Neu, Wanda Krassowska",11
1949,47.865707,"Yashin, Anatoli I.",6
1950,41.151077,"Pratson, Lincoln F.",6
1951,41.72662,"Porporato, Amilcare",6
1952,41.151077,"Newell, Richard G.",9
1953,40.383694,"Plata, Desiree Louise",5
1954,40,"Jaimovich, Nir",5
1955,42.30216,"James, Tamara M.",8
1956,40.383694,"Jang, David W",6
1957,40.767387,"Jaquiss, Robert",0
1958,40.191845,"Jenson, Deborah",9
1959,43.069546,"Szabo, Victoria",9
1960,43.645084,"Jentleson, Bruce W.",5
1961,41.151077,"Weinthal, Erika S.",9
1962,48.441246,"Ji, Ru-Rong",6
1963,53.045563,"Xu, Zhenzhong",6
1964,40.383694,"Tracey Jr., William Daniel",2
1965,42.877697,"Johnsen, Sonke",6
1966,40.767387,"Sullivan, Dori Taylor",12
1967,42.685852,"Lyn, Michelle Jacqueline",10
1968,45.371704,"Payne, Richard",4
1969,41.342926,"Johnson, Tana L.",12
1970,41.53477,"Johnson, Timothy Lawrence",10
1971,42.685852,"Patino-Echeverri, Dalia",6
1972,62.63789,"Johnston, Christopher David",4
1973,81.82254,"Liu, Qing Huo",6
1974,46.71463,"Jordt, Sven Eric",2
1975,47.482014,"Liu, Boyi",2
1976,40.959232,"Joseph, John",11
1977,55.923264,"Joshi, Anand B.",10
1978,40.959232,"Juvvadi, Praveen Rao",6
1979,40,"Kamei, Robert Ken",4
1980,40.191845,"Kravitz, Richard Mark",5
1981,42.110313,"Kasibhatla, Prasad S.",10
1982,40,"Kastan, Michael Barry",2
1983,40.767387,"Matsunami, Hiroaki",2
1984,40.191845,"Katsouleas, Thomas",5
1985,41.53477,"Khlystov, Andrey",10
1986,71.65468,"Kumar, Mukesh",6
1987,40.959232,"Katz, David F.",2
1988,40.383694,"Kaul, Mala Shaykher",4
1989,40.383694,"Kay, Jeremy N.",2
1990,45.179855,"Kay, Richard Frederick",2
1991,40.767387,"Raynor, Eileen Margolies",10
1992,40,"Kearney, Hutton Moore",4
1993,41.342926,"Keenan, Robert Thomas",10
1994,42.30216,"Keene, Jack Donald",1
1995,40.383694,"Keeney, Ralph L.",5
1996,42.685852,"Nau, Robert F.",10
1997,43.26139,"Kelley, Judith",9
1998,42.685852,"Kelly, Roy",9
1999,42.110313,"Kim, Grace Jewel",1
2000,42.494003,"Kim, Hwansoo",9
2001,41.53477,"Kim, So Young",5
2002,40.383694,"Kimbrough, Kent P.",4
2003,41.72662,"Kirk, Robin",9
2004,40.383694,"Kitschelt, Herbert P.",9
2005,42.110313,"Klein, Emily M.",10
2006,41.53477,"Klingensmith, John Archbold",2
2007,40.57554,"Klotman, Mary E",10
2008,41.72662,"Knio, Omar Mohamad",6
2009,40.191845,"Ko, Dennis",2
2010,40.959232,"Tobin, David Maurice",2
2011,41.918465,"Koelle, Katharina V.",2
2012,40.959232,"Mattingly, Jonathan Christopher",6
2013,40.57554,"Reed, Michael C.",6
2014,40.191845,"Whetten, Kathryn",6
2015,41.151077,"Kohrt, Brandon A.",6
2016,40.57554,"Walther, Philip John",5
2017,41.918465,"Washington, Edith Lacey",6
2018,40.959232,"Kramer, Randall",1
2019,40.191845,"Krangel, Michael S.",2
2020,42.494003,"Kreissman, Susan Gail",1
2021,41.918465,"Kreuzer, Kenneth N.",2
2022,41.151077,"Krishna, Anirudh",3
2023,44.41247,"Krolik, Jeffrey L.",6
2024,44.028778,"Rose, Jed Eugene",6
2025,64.55635,"Zhang, Wei",10
2026,42.877697,"Yoder, Anne Daphne",2
2027,49.208633,"Lisanby, Sarah Hollingsworth",6
2028,46.139088,"McClintock, Shawn Michael",6
2029,41.918465,"Kucera, Kristen Leigh",8
2030,41.151077,"Kuehn, Margarethe Joanna",2
2031,40,"Roberts, Craig D",2
2032,43.26139,"Simon, Sidney Arthur",2
2033,82.973625,"Stangl, Dalene K.",5
2034,40.57554,"Kulchina, Elena",11
2035,44.41247,"Rhee, Eleanor Hoon Joo",10
2036,40.383694,"Price, Thomas Michael",10
2037,42.30216,"Kumar, Amy Shah",5
2038,40.959232,"Walsh, Molly McCarthy",5
2039,62.446045,"Kuran, Timur",5
2040,40.767387,"Pizoli, Carolyn Elizabeth",2
2041,41.72662,"Sun, Jessica Muller",10
2042,40.959232,"Worley, Gordon",5
2043,40.959232,"Lachiewicz, Ave Maria",5
2044,41.72662,"Lambe, Camille Eckerd",10
2045,40.767387,"Lampel, Heather Pamela",4
2046,40.959232,"Land, Kenneth C.",6
2047,43.069546,"Stallard, Patrick J. Eric",6
2048,53.23741,"Landry, Michel Daniel",6
2049,41.342926,"Lantos, Paul Michael",10
2050,40,"Larrick, Richard P.",10
2051,40,"Wade-Benzoni, Kimberly A.",5
2052,40.767387,"Soll, Jack B.",10
2053,42.494003,"Lasch, Pedro",9
2054,41.151077,"Pendergast, Ann Marie",2
2055,70.1199,"Layton, Harold",6
2056,40.959232,"Lew, Daniel Julio",2
2057,95.44365,"Moss, Robert Graeme",5
2058,53.6211,"Le, Ngoc-Bich",10
2059,45.947243,"Lechler, Terry H.",2
2060,40.959232,"Soderling, Scott Haydn",2
2061,41.151077,"Lee, Benjamin C",6
2062,42.30216,"Lee, Kun Shan",9
2063,42.110313,"Lee, Linda S.",5
2064,44.79616,"Lee, Tong Hyon",6
2065,42.877697,"Peindl, Kathleen S.",10
2066,40.767387,"Wiener, Dana Nowicki",5
2067,40.383694,"LeGrand, Sara H.",6
2068,40.191845,"Pence, Brian Wells",6
2069,40,"McAllaster, Carolyn",5
2070,40,"Leight Jr., George Staples",4
2071,40.959232,"Leighten, Patricia",9
2072,40.191845,"Lentz, Aaron Claude",4
2073,40,"Lesesky, Erin Bialas",4
2074,42.30216,"Mithani, Suhail Kamrudin",6
2075,44.028778,"Linney, Elwood Albert",6
2076,41.918465,"Rosenthal, Mark Zachary",6
2077,40,"Maggioni, Mauro",10
2078,43.069546,"Westman, Eric Charles",5
2079,43.45324,"Lewin, Arie Y.",11
2080,41.918465,"Li, Fang",1
2081,40.383694,"Li, Fan",10
2082,40.191845,"Li, Jia",5
2083,42.494003,"Zhang, Weiguo",2
2084,44.220623,"Zhu, Minghua",2
2085,40,"Zhuang, Yuan",2
2086,40.57554,"Lieber, Laura Suzanne",4
2087,40.767387,"Lind, E. Allan",10
2088,40.191845,"Perz Edwards, Alyssa",5
2089,56.498802,"Luber, Bruce M.",6
2090,40,"Lisberger, Stephen Gates",2
2091,40.383694,"Lischer, Richard",9
2092,41.53477,"Liss, Jason Aaron",5
2093,40.383694,"Litvintseva, Anastasia P.",4
2094,41.53477,"Livingston, Elizabeth Gresham",4
2095,41.72662,"Lo, Mbaye",4
2096,40.191845,"Turi, Jennifer Lilly",10
2097,40.57554,"Lombard, Frederick Wilhelm",4
2098,40,"Longino, Michele",9
2099,42.30216,"Yellen, Benjamin",6
2100,41.151077,"Lopomo, Giuseppe",3
2101,41.342926,"Marx, Leslie M.",3
2102,40.959232,"Sun, Peng",5
2103,40.767387,"McAdams, David",12
2104,40.959232,"Lozier, M. Susan",6
2105,46.330936,"Ma, Li",10
2106,67.6259,"Machanavajjhala, Ashwinkumar Venkatanaga",6
2107,44.220623,"MacIver, Nancie Jo",2
2108,40.767387,"MacPhail, Richard",5
2109,40.383694,"Price, Marva L. Mizell",5
2110,40.383694,"Maddox, Randy L.",9
2111,40.767387,"Robinson, Grant Alan",5
2112,41.72662,"Maggs, Bruce",5
2113,41.342926,"Maguire, Lynn A.",3
2114,40.959232,"Makhulu, Anne-Maria B.",9
2115,40.767387,"Maksimova, Elena A",9
2116,41.72662,"Malcolmson, Steven Joseph",2
2117,102.35012,"MALESKY, EDMUND James",10
2118,40,"Malkin, Robert A.",11
2119,40,"Malone, David M.",9
2120,43.83693,"Tharwani, Haresh M.",4
2121,86.04317,"Mann-Wrobel, Monica C.",10
2122,42.877697,"Manos, Paul S.",2
2123,40,"Ota, David Masao",1
2124,43.069546,"Marcus, Jeffrey Robert",6
2125,42.30216,"Rubin, Geoffrey D",1
2126,41.918465,"Marshall Turman, Eboni",9
2127,42.494003,"Marshall, David Evelyn",5
2128,56.690647,"Martinez, Salutario",4
2129,42.110313,"Maselko, Joanna Asia",6
2130,40.767387,"Mason, Robert M.",5
2131,42.30216,"Massey, Edward Wayne",10
2132,40.57554,"Matchar, David Bruce",0
2133,43.069546,"Mathey-Prevot, Bernard",2
2134,42.877697,"Matory, James Lorand",9
2135,40.767387,"Maurel, Arnaud Pierre",12
2136,50.167866,"Mayer, Frederick W.",4
2137,40,"Venkatachalam, Mohan",11
2138,43.069546,"Maziarz, Eileen",5
2139,50.167866,"Mazuka, Reiko",6
2140,40.383694,"Mazumdar, Sucheta",9
2141,41.53477,"McCarthy, Jeanette Just",5
2142,40.767387,"McClay Jr., David R.",6
2143,42.685852,"McCusker, John Henry",2
2144,41.53477,"McDevitt, Ryan Carty",12
2145,42.494003,"Norris, John David",5
2146,46.71463,"McGlynn, Brian",6
2147,40.57554,"McGoff, Kevin Alexander",9
2148,41.918465,"McGuinness, Gail Ann",10
2149,40,"St. Geme III, Joseph William",2
2150,41.53477,"Stockman III, James Anthony",10
2151,40,"McIntosh, Thomas James",12
2152,47.09832,"McLean, Heather Seabury",4
2153,40.191845,"Pan, Enhui",4
2154,41.53477,"McWilliam, Neil Finlay",9
2155,51.127098,"Meade, Kristin",5
2156,63.597122,"Medina, Miguel A.",5
2157,44.028778,"Mehen, Thomas C.",10
2158,54.38849,"Springer, Roxanne P.",4
2159,40.57554,"Mela, Carl Frederick",11
2160,42.30216,"Meliones, Jon Nicolaos",4
2161,40.383694,"Merli, M. Giovanna",10
2162,42.877697,"Morgan, S. Philip",5
2163,40.767387,"Moody, James",5
2164,41.72662,"Merwin, Elizabeth",10
2165,42.30216,"Metjian, Ara Dickran",10
2166,54.38849,"Metjian, Hilda Morillas",1
2167,40.191845,"Meyer, William Steven",4
2168,43.26139,"Mignolo, Walter",9
2169,43.069546,"Mikkelsen, Maiken",5
2170,40.767387,"Miller, Ezra",11
2171,42.685852,"Mirovitskaya, Natalia S.",9
2172,42.877697,"Misra, Uma Kant",2
2173,42.685852,"Mitchell, Thomas Greenfield",5
2174,41.918465,"Rausher, Mark D.",2
2175,40,"Mohanan, Manoj",9
2176,48.633095,"Nowicki, Stephen",6
2177,81.6307,"Moosa, Ebrahim E.I.",10
2178,40,"Moreton, Patrick Shamus",11
2179,40.959232,"Seigler, Hilliard Foster",5
2180,41.72662,"Moskovitz, Cary",12
2181,41.918465,"Valiga, Theresa Mary",12
2182,40.57554,"Wood, Kathryn Alice",12
2183,41.53477,"Mottahedeh, Negar",4
2184,65.1319,"MUASHER, LISA COATES",5
2185,48.633095,"Muasher, Suheil Jamil",6
2186,50.93525,"Raburn, Douglas Joe",10
2187,49.400482,"Mukhin, Alexey Gennadyevich",6
2188,40.57554,"Munger, Michael C.",4
2189,41.342926,"Munne, Joan",9
2190,46.906475,"Murdoch, David Martin",2
2191,41.72662,"Murphy, Thomas Miles",10
2192,40,"Murray, Allen Bradshaw",11
2193,40.767387,"Murray, Maureen Elizabeth",5
2194,40.191845,"Musalem, Andres",11
2195,40.767387,"Musser, Robert Clayton",5
2196,42.685852,"Nadler, J. Victor",10
2197,40.57554,"Neal, Katherine Nicole",5
2198,40.383694,"Neander, Karen",9
2199,42.494003,"O'Meara, Wendy P",1
2200,41.342926,"Nevidjon, Brenda Marion",10
2201,41.72662,"Pizer, Billy",10
2202,41.151077,"Summers, Scott Andrew",2
2203,40.767387,"Ng, Lenhard Lee",10
2204,42.110313,"Nijhout, H. Frederik",2
2205,41.918465,"Nolen, James H.",6
2206,41.342926,"Noonan, Devon",6
2207,43.83693,"Noor, Juliet",5
2208,41.72662,"Noor, Mohamed A. F.",2
2209,47.865707,"Norberg, Jakob",5
2210,40.767387,"Norton II, John Norman",11
2211,40,"O'berski, Jay",9
2212,43.069546,"Olson, Mark",9
2213,42.685852,"Olson, Ronald Paul",4
2214,43.645084,"Park, Chan Woo",6
2215,41.72662,"O'Neill, Lynn Bunch",5
2216,45.179855,"Ong, Sin Tiong",2
2217,40,"Onken, Jane Elizabeth",5
2218,40.959232,"Onwuemene, Oluwatoyosi Adefunke",5
2219,41.151077,"O'Rand, Angela M.",5
2220,44.98801,"Orbach, Michael K.",10
2221,40.191845,"Paat, John Joseph",8
2222,44.220623,"Reynolds, John Michael",1
2223,40.383694,"Pan, Wei",12
2224,40.191845,"Pan, William Kuang-Yao",2
2225,41.342926,"Panigrahi, Debmalya",6
2226,41.53477,"Paredes, Liliana",9
2227,42.110313,"Parkerson Jr., George R.",5
2228,43.645084,"Patel, Bhavik Natvar",1
2229,41.53477,"Patierno, Steven",5
2230,40.191845,"Patton, Andrew J.",12
2231,40.767387,"Sullivan, Daniel Carl",1
2232,41.151077,"Pearson, Jay A.",5
2233,53.23741,"Pei, Zhen-Ming",2
2234,45.947243,"Peirce, J. Jeffrey",6
2235,41.53477,"Pekec, Aleksandar",5
2236,40.767387,"Pena, Loren del Mar",6
2237,41.151077,"Peretto, Pietro F.",3
2238,47.482014,"Toffaletti, Dena L.",2
2239,42.877697,"Perkins, Jennifer Marie",4
2240,41.151077,"Perlman, Adam I",10
2241,40.191845,"Perz-Edwards, Robert",12
2242,40.191845,"Reedy, Michael K.",12
2243,40.191845,"Peterson, Cecily Karen",4
2244,41.151077,"Robertson, Sue Jinks",2
2245,41.918465,"Petroski, Henry",10
2246,120,"Petters, Arlie O.",10
2247,40.959232,"Pfau, Thomas",4
2248,43.45324,"Pimm, Stuart L.",2
2249,42.685852,"Pipkin, Clare Alexandra",5
2250,44.79616,"Pitts Jr., Monte Bryan",4
2251,42.685852,"Sudan, Ranjan",6
2252,40.959232,"Portier-Young, Anathea",9
2253,41.151077,"Poss, Kenneth Daniel",2
2254,41.53477,"Poulsen, John Randolph",2
2255,40.959232,"Powers, David Bryan",5
2256,59.184654,"Powery, Luke",4
2257,40.959232,"Schomberg, David William",4
2258,44.98801,"Pryer, Kathleen M.",2
2259,40.383694,"Robinson, David T.",11
2260,48.441246,"Puri, Puja Kumari",4
2261,40,"Purves, Dale",2
2262,42.110313,"Quilligan, Maureen",4
2263,42.30216,"Rabiner, David",10
2264,45.179855,"Raghavachari, Sridhar",2
2265,40.57554,"Raghunathan, Karthik",0
2266,66.66667,"Ramaswamy, Sumathi",5
2267,40.191845,"Rampini, Adriano A.",11
2268,40.191845,"Viswanathan, S.",11
2269,41.342926,"Ray, Tracy Reece",5
2270,40.959232,"Reeves, Galen",6
2271,41.53477,"Reeves, Martha",4
2272,41.342926,"Rego, Marcia",4
2273,40,"Reif, John H.",12
2274,40.767387,"Reinhardt, Richard Lee",2
2275,42.30216,"Reuter Rice, Karin Eve",12
2276,42.30216,"Reynolds, James F.",10
2277,40.191845,"Reynolds, Julie",9
2278,41.918465,"Thompson Jr., Robert J",5
2279,42.877697,"Ross, Allison Kinder",1
2280,41.72662,"Riggsbee, Jan",12
2281,41.151077,"Wynn, Susan",12
2282,40.191845,"Roberts, James W.",12
2283,40.383694,"Robertson, Allison Gilbert",5
2284,40.57554,"Robisheaux, Thomas",9
2285,42.494003,"Rodger, Susan H.",8
2286,44.604317,"Roizen, Jennifer Lyn",2
2287,47.482014,"Roos, Justus Erasmus",1
2288,41.53477,"Roselle, Laura",9
2289,40,"Stiber, Jonathan Andrew",2
2290,41.151077,"Rosette, Ashleigh Shelby",10
2291,41.342926,"Ross, Elizabeth Fromm",4
2292,43.645084,"Roth, Christopher John",1
2293,42.110313,"Roth, Susan",5
2294,42.877697,"Roth, Virginia Louise",2
2295,42.494003,"Smith, Kathleen Kovalevski",2
2296,40.191845,"Rowe, C. Kavin",9
2297,41.151077,"Roy, Christopher P.",4
2298,40.57554,"Rubio-Ramirez, Juan F.",11
2299,41.151077,"Ruef, Martin",9
2300,40.767387,"Ruppert, Phillip D.",5
2301,46.52278,"Rydin-Gray, Sofia",5
2302,40.191845,"Ryser, Marc Daniel",9
2303,47.09832,"Saban, Daniel Raphael",2
2304,41.151077,"Sadowski, Philipp",5
2305,41.53477,"Sanders, Seth G.",5
2306,40,"Sanford, David H.",9
2307,41.72662,"Sanoff, Scott L",10
2308,43.45324,"Schmid, Amy K.",10
2309,40.383694,"Schmid, Lukas M.",11
2310,40,"Schoen, Chadmark L.",9
2311,40.959232,"Scholberg, Kate",6
2312,41.151077,"Walter, Christopher",6
2313,41.72662,"Schultz, Thomas Fred",5
2314,41.342926,"Schwendimann, Rene",6
2315,105.61151,"Scovazzi, Guglielmo",6
2316,42.30216,"Seaman, William",9
2317,44.41247,"Shah, Purnima",4
2318,40.767387,"Shang, Kevin H.",11
2319,81.247,"Shapiro - Garza, Elizabeth",5
2320,40.57554,"Sharma, Poonam",1
2321,98.32134,"Sharp, Jack Kevin",5
2322,40.383694,"Shaw, A. Jonathan",6
2323,41.918465,"Sheets, Charles Z",4
2324,47.29017,"Shenolikar, Shirish",2
2325,46.139088,"Sherrier, Robert Henry",4
2326,40.191845,"Sherwood, Nina Tang",2
2327,41.342926,"Sidhu, Kulbir",5
2328,72.805756,"Siedow, James N.",5
2329,44.41247,"Siegel, David Aaron",2
2330,41.151077,"Silliman, Brian Reed",2
2331,41.342926,"Silverblatt, Irene",5
2332,40,"Sinnott-Armstrong, Walter",9
2333,41.72662,"Sitkin, Sim B.",10
2334,43.069546,"Smith, Barbara H.",5
2335,40,"Snyderman, Ralph",5
2336,40.383694,"So, Anthony",9
2337,44.028778,"Sobolewski, Craig Joseph",3
2338,40.959232,"Somjen, George G.",5
2339,41.342926,"Voyvodic, James Turner",6
2340,42.110313,"Song, Jing-Sheng",10
2341,41.918465,"Zipkin, Paul H.",10
2342,40.191845,"Sosin, Joshua D.",9
2343,43.26139,"Spector, Andrew",10
2344,40.57554,"Stallings, Amy Polen",5
2345,40,"Starmer, Charles F.",4
2346,41.342926,"Steinberg, David Marc",5
2347,42.110313,"Stephens, Kristen R.",9
2348,42.685852,"Stern, Mark A.",9
2349,43.26139,"Stern, Philip J.",9
2350,44.41247,"Stiff-Roberts, Adrienne",6
2351,42.494003,"Stiles, Kristine",9
2352,41.342926,"Sullivan, Beth Ann",2
2353,41.151077,"Sun, Tai-ping",2
2354,88.53717,"Sun, Xiaobai",10
2355,40.383694,"Supko, John Peter",9
2356,41.151077,"Swinney, Robert P",11
2357,41.151077,"Tang, Shenglan",6
2358,42.685852,"Tatum, Gregory Howard",1
2359,40,"Yildirim, Huseyin",9
2360,41.151077,"Taylor, Steve M",2
2361,40.767387,"Teitsworth, Stephen W.",5
2362,43.645084,"Tesson Jr., Alan Ray",5
2363,53.429256,"Thomann, Wayne R.",4
2364,41.342926,"Thomas, Cathy Wall",0
2365,40,"Thomas, John E.",5
2366,53.429256,"Thorne, Susan",5
2367,42.494003,"Tiryakian, Edward A.",4
2368,44.028778,"Toffaletti, John Griffith",10
2369,41.151077,"Toniolo, Gianni",5
2370,42.685852,"Virshup, David Marc",2
2371,42.685852,"Torgovnick, Marianna",9
2372,42.685852,"Trivedi, Kishor S.",6
2373,40.767387,"Trotter, Kathryn Jane",5
2374,40.383694,"Tuna, Mustafa Ozgur",9
2375,40,"Turner, Elizabeth Louise",0
2376,41.72662,"Ulshen, Martin Howard",4
2377,41.151077,"Uyenoyama, Marcy K.",2
2378,40.767387,"Vaisey, Stephen Bradley",4
2379,40.191845,"Vallero, Daniel",9
2380,40.767387,"Varas Greene, Luis Felipe",11
2381,40.191845,"Vashishtha, Rahul",11
2382,40.767387,"Velkey, John Matthew",10
2383,40.383694,"Venkatasubramani, Narayanan",5
2384,40.191845,"Vincent, Jeffrey R.",2
2385,71.65468,"Virgin, Lawrence N.",6
2386,42.30216,"Witelski, Thomas Peter",5
2387,42.110313,"Vithala, Madhuri Venkata",10
2388,46.330936,"Vogel, Steven",5
2389,40.767387,"Volkan, Pelin Cayirlioglu",4
2390,53.6211,"Von Ramm, Olaf T.",5
2391,40.57554,"Waeber, Jacqueline Rebecca",9
2392,40.191845,"Wagner, J. Ross",9
2393,41.72662,"Wall, Christine Elizabeth",6
2394,40.959232,"Wang, Qiu",2
2395,40.767387,"Wechsler, Stephanie Burns",5
2396,41.151077,"Wei, Yehua",10
2397,41.72662,"Wernegreen, Jennifer Jo",2
2398,41.53477,"West, Jennifer L",6
2399,40.959232,"Whitener, Stephanie Kay",11
2400,40.383694,"Whitt, Irene",5
2401,42.685852,"Whorton, Augustus Richard",5
2402,41.342926,"Widenhoefer, Ross A.",2
2403,46.330936,"Wigfall, Delbert Raye",5
2404,44.98801,"Wilbourn, Makeba Parramore",2
2405,41.53477,"Williams, Blythe A.",5
2406,40.959232,"Wilson, Ara",4
2407,40,"Wilson, John",8
2408,42.110313,"Wilson, William G.",2
2409,41.151077,"Winkler, Robert L.",11
2410,40.191845,"Wirzba, Norman",9
2411,42.685852,"Wong, David B.",9
2412,43.26139,"Wong, Fulton",7
2413,40.191845,"Wood, Kris Cameron",5
2414,41.151077,"Woodward, Julia Taylor",10
2415,40.57554,"Wu, Yuan",10
2416,40.191845,"Xu, Yi",11
2417,57.266186,"Yang, Chung-Hui",2
2418,40.959232,"Yang, Xiaowei",10
2419,41.72662,"Yap, Tracey Lee-Ann",0
2420,40.191845,"Yin, Henry",2
2421,44.028778,"Yokoyama, Kenichi",2
2422,41.72662,"York, John David",2
2423,42.110313,"Zavlanos, Michail",6
2424,42.30216,"Zhang, Xuefeng",1
2425,43.45324,"Zychowicz, Michael Edward",12
